Found 2 clusters
         36857989 function calls (36842332 primitive calls) in 57.549 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2806(gumbel_l_gen)
        2    0.000    0.000    0.000    0.000 cm.py:64(<listcomp>)
        1    0.000    0.000    0.000    0.000 geo.py:241(_GeoTransform)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:540(_get_toolmanager)
        1    0.000    0.000    0.000    0.000 ticker.py:338(FixedFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:462(_ThetaShift)
        1    0.000    0.000    0.000    0.000 pydoc.py:1019(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 enum.py:32(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 figure.py:1969(add_axobserver)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2034(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 weakref.py:305(__new__)
        1    0.000    0.000    0.000    0.000 sputils.py:72(downcast_intp_index)
        1    0.000    0.000    0.000    0.000 _decorators.py:344(docstring_wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:909(winfo_rooty)
        1    0.000    0.000    0.000    0.000 reshape.py:35(_Unstacker)
        1    0.000    0.000    0.000    0.000 __init__.py:3649(PanedWindow)
        1    0.000    0.000    0.000    0.000 dviread.py:934(Encoding)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5733(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 __future__.py:78(_Feature)
        1    0.000    0.000    0.000    0.000 ticker.py:252(Formatter)
        3    0.000    0.000    0.000    0.000 base.py:654(_dispatch)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:10(JoblibException)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 tokenize.py:112(any)
        1    0.000    0.000    0.000    0.000 __init__.py:410(LibraryLoader)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 __init__.py:1769(Locked)
        1    0.000    0.000    0.000    0.000 tarfile.py:572(_StreamProxy)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 arrayprint.py:810(FloatingFormat)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5492(semicircular_gen)
        1    0.000    0.000    0.000    0.000 format.py:167(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 testing.py:2676(SubclassedSparseSeries)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3161(invgauss_gen)
        1    0.000    0.000    0.000    0.000 datetimelike.py:57(DatelikeOps)
        1    0.000    0.000    0.000    0.000 transforms.py:2474(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 backend_tools.py:394(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 nanops.py:256(_na_ok_dtype)
        1    0.000    0.000    0.000    0.000 polar.py:521(RadialTick)
        3    0.000    0.000    0.000    0.000 generic.py:258(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4004(SkipTo)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:276(<listcomp>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:545(betaprime_gen)
        1    0.000    0.000    0.000    0.000 polar.py:86(PolarAffine)
        1    0.000    0.000    0.000    0.000 scale.py:173(LogTransform)
        1    0.000    0.000    0.000    0.000 request.py:2304(ftpwrapper)
        1    0.000    0.000    0.000    0.000 figure.py:169(SubplotParams)
        1    0.000    0.000    0.000    0.000 pathlib.py:259(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 index_tricks.py:446(__init__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:726(ToolHome)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3049(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2533(erlang_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:1427(addHandler)
        3    0.000    0.000    0.000    0.000 core.py:802(__init__)
        1    0.000    0.000    0.000    0.000 base.py:299(asformat)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:197(VectorFunction)
        6    0.000    0.000    0.000    0.000 _base.py:2419(<listcomp>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:4270(__init__)
        1    0.000    0.000    0.000    0.000 testing.py:2053(optional_args)
        1    0.000    0.000    0.000    0.000 polar.py:705(RadialAxis)
        1    0.000    0.000    0.000    0.000 blocking_input.py:280(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3359(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 polar.py:373(ThetaAxis)
        1    0.000    0.000    0.000    0.000 parsers.py:3121(_clean_na_values)
        1    0.000    0.000    0.000    0.000 backend_tools.py:744(ToolForward)
        1    0.000    0.000    0.000    0.000 indexing.py:1460(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 client.py:1221(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:375(LbfgsInvHessProduct)
        1    0.000    0.000    0.000    0.000 core.py:2593(MaskedIterator)
        1    0.000    0.000    0.000    0.000 widgets.py:134(Button)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:94(TimerTk)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:468(poisson_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1272(exponnorm_gen)
        1    0.000    0.000    0.000    0.000 pathlib.py:769(name)
        1    0.000    0.000    0.000    0.000 data.py:562(_reset)
        1    0.000    0.000    0.000    0.000 extras.py:1443(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2743(Regex)
        1    0.000    0.000    0.000    0.000 argparse.py:1566(_MutuallyExclusiveGroup)
        2    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5915(uniform_gen)
        1    0.000    0.000    0.000    0.000 mathtext.py:1425(Char)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        6    0.000    0.000    0.000    0.000 _threadsafety.py:50(non_reentrant)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4119(Forward)
        1    0.000    0.000    0.000    0.000 offsets.py:1092(CustomBusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4387(moyal_gen)
        1    0.000    0.000    0.000    0.000 legend_handler.py:553(__init__)
        1    0.000    0.000    0.000    0.000 format.py:113(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 threading.py:485(Event)
        3    0.000    0.000    0.000    0.000 _base.py:3324(yaxis_inverted)
        1    0.000    0.000    0.000    0.000 arpack.py:979(IterOpInv)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3177(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1587(DraggableBase)
        1    0.000    0.000    0.000    0.000 synchronize.py:211(Condition)
        1    0.000    0.000    0.000    0.000 mathtext.py:1930(Kern)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3437(__init__)
        1    0.000    0.000    0.000    0.000 window.py:1682(RollingGroupby)
        1    0.000    0.000    0.000    0.000 traceback.py:403(TracebackException)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1760(weibull_max_gen)
        4    0.000    0.000    0.000    0.000 numeric.py:701(<genexpr>)
        1    0.000    0.000    0.000    0.000 scale.py:53(LinearScale)
        1    0.000    0.000    0.000    0.000 ticker.py:2604(OldAutoLocator)
        2    0.000    0.000    0.000    0.000 base.py:444(<genexpr>)
        6    0.000    0.000    0.000    0.000 series.py:391(_set_subtyp)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 _datasource.py:621(Repository)
        1    0.000    0.000    0.000    0.000 json.py:431(JsonReader)
        1    0.000    0.000    0.000    0.000 blocking_input.py:30(BlockingInput)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        4    0.000    0.000    0.000    0.000 six.py:74(_import_module)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 dviread.py:580(Vf)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1646(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 window.py:1942(ExpandingGroupby)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:201(NumpyPickler)
        1    0.000    0.000    0.000    0.000 scale.py:191(LogScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:437(_ToolGridBase)
        1    0.000    0.000    0.000    0.000 simpledialog.py:114(Dialog)
        1    0.000    0.000    0.000    0.000 transforms.py:2253(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 argparse.py:118(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2505(CaselessKeyword)
        5    0.000    0.000    0.000    0.000 rcsetup.py:190(validate_dpi)
        1    0.000    0.000    0.000    0.000 mathtext.py:137(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:35(NumpyArrayWrapper)
        1    0.000    0.000    0.000    0.000 case.py:216(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 _parser.py:574(__init__)
        1    0.000    0.000    0.000    0.000 internals.py:4101(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1012(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 colors.py:616(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 dtypes.py:137(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2011(Place)
        1    0.000    0.000    0.000    0.000 subprocess.py:629(CompletedProcess)
        1    0.000    0.000    0.000    0.000 utils.py:1858(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 label.py:157(LabelBinarizer)
        1    0.000    0.000    0.000    0.000 _converter.py:981(TimeSeries_DateLocator)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:338(SafeFunction)
        1    0.000    0.000    0.000    0.000 config.py:377(option_context)
        1    0.000    0.000    0.000    0.000 tempfile.py:275(_RandomNameSequence)
        5    0.000    0.000    0.000    0.000 texmanager.py:96(<genexpr>)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:216(geom_gen)
        8    0.000    0.000    0.000    0.000 __init__.py:259(u)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3986(maxwell_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:2881(Scrollbar)
        3    0.000    0.000    0.000    0.000 internals.py:3490(<genexpr>)
        1    0.000    0.000    0.000    0.000 _ode.py:772(IntegratorBase)
        1    0.000    0.000    0.000    0.000 figure.py:76(__init__)
        1    0.000    0.000    0.000    0.000 pool.py:315(CustomizablePicklingQueue)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _converter.py:403(MilliSecondLocator)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 rcsetup.py:657(ValidateInterval)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3042(<genexpr>)
        2    0.000    0.000    0.000    0.000 axis.py:663(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:2999(FormatInt)
        1    0.000    0.000    0.000    0.000 compressed.py:1006(sum_duplicates)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.000    0.000 threading.py:367(Semaphore)
        1    0.000    0.000    0.000    0.000 core.py:157(iter_user_libraries)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 __init__.py:379(BooleanVar)
        1    0.000    0.000    0.000    0.000 report.py:4(ReportBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1849(GlueSpec)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:148(nbinom_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3495(random_correlation_gen)
        2    0.000    0.000    0.000    0.000 transforms.py:1664(frozen)
        1    0.000    0.000    0.000    0.000 gridspec.py:36(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:304(rrule)
        1    0.000    0.000    0.000    0.000 _depr_module.py:10(_DeprecatedModule)
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 _converter.py:1065(TimeSeries_DateFormatter)
        1    0.000    0.000    0.000    0.000 polar.py:418(RadialLocator)
        1    0.000    0.000    0.000    0.000 selectors.py:394(EpollSelector)
        2    0.000    0.000    0.000    0.000 locale.py:458(_parse_localename)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3933(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 random.py:639(SystemRandom)
        1    0.000    0.000    0.000    0.000 ticker.py:2429(LogitLocator)
        3    0.000    0.000    0.000    0.000 util.py:68(_compose2)
        1    0.000    0.000    0.000    0.000 pytables.py:2850(SparseFrameFixed)
        1    0.000    0.000    0.000    0.000 backend_tools.py:404(ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 nonlin.py:1185(DiagBroyden)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 request.py:374(OpenerDirector)
        1    0.000    0.000    0.000    0.000 datetime.py:513(__neg__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:512(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 patches.py:1274(YAArrow)
        1    0.000    0.000    0.000    0.000 ticker.py:2256(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5855(tukeylambda_gen)
        2    0.000    0.000    0.000    0.000 __init__.py:29(get_config)
        1    0.000    0.000    0.000    0.000 terminal.py:52(is_terminal)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:112(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1349(exponweib_gen)
        1    0.000    0.000    0.000    0.000 _iotools.py:170(LineSplitter)
        1    0.000    0.000    0.000    0.000 _ode.py:1107(dopri5)
        1    0.000    0.000    0.000    0.000 offsetbox.py:676(TextArea)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2354(__init__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:552(ToolXScale)
        1    0.000    0.000    0.000    0.000 core.py:206(<listcomp>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2960(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:354(_calc_mode)
        3    0.000    0.000    0.000    0.000 pytables.py:1545(set_pos)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 collections.py:912(PolyCollection)
        3    0.000    0.000    0.000    0.000 __init__.py:476(CFunctionType)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _base.py:2960(set_axis_on)
        1    0.000    0.000    0.000    0.000 client.py:1308(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 parse.py:195(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:328(ImmediateResult)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4761(<genexpr>)
        1    0.000    0.000    0.000    0.000 pytables.py:125(IncompatibilityWarning)
        1    0.000    0.000    0.000    0.000 internals.py:4774(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 context.py:208(Process)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 parquet.py:73(PyArrowImpl)
        1    0.000    0.000    0.000    0.000 agnes.py:6(Cluster)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:96(SequentialBackend)
        1    0.000    0.000    0.000    0.000 __init__.py:387(add_metaclass)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1293(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 patches.py:2158(Round)
        1    0.000    0.000    0.000    0.000 data.py:1578(Binarizer)
        2    0.000    0.000    0.000    0.000 internals.py:348(shape)
        1    0.000    0.000    0.000    0.000 context.py:16(BufferTooShort)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1394(exponpow_gen)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:897(chi_gen)
        1    0.000    0.000    0.000    0.000 request.py:571(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 pytables.py:2972(PanelFixed)
        1    0.000    0.000    0.000    0.000 pathlib.py:535(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 geo.py:344(InvertedHammerTransform)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 csv.py:68(unix_dialect)
        1    0.000    0.000    0.000    0.000 chainmap.py:7(DeepChainMap)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4361(postParse)
        1    0.000    0.000    0.000    0.000 mlab.py:3012(FormatBool)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(OutOfData)
        1    0.000    0.000    0.000    0.000 core.py:836(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 __init__.py:167(c_ushort)
        1    0.000    0.000    0.000    0.000 pool.py:265(CustomizablePickler)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3075(_PositionToken)
        1    0.000    0.000    0.000    0.000 datetime.py:935(tzinfo)
        1    0.000    0.000    0.000    0.000 exceptions.py:40(ChangedBehaviorWarning)
        1    0.000    0.000    0.000    0.000 transforms.py:2821(TransformedPatchPath)
        2    0.000    0.000    0.000    0.000 doccer.py:148(replace_notes_in_docstring)
        1    0.000    0.000    0.000    0.000 patches.py:1378(CirclePolygon)
        1    0.000    0.000    0.000    0.000 generic.py:349(<dictcomp>)
        1    0.000    0.000    0.000    0.000 client.py:1282(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 numeric.py:2824(errstate)
        1    0.000    0.000    0.000    0.000 accessors.py:24(Properties)
        1    0.000    0.000    0.000    0.000 common.py:113(OdeSolution)
        1    0.000    0.000    0.000    0.000 error.py:77(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 fitpack2.py:627(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:151(AutoBatchingMixin)
        1    0.000    0.000    0.000    0.000 widgets.py:2451(LassoSelector)
        1    0.000    0.000    0.000    0.000 internals.py:2021(NumericBlock)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:113(MaxFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:2821(Radiobutton)
        1    0.000    0.000    0.000    0.000 _base.py:3755(set_navigate)
        1    0.000    0.000    0.000    0.000 synchronize.py:91(_make_methods)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:80(has_fignum)
        1    0.000    0.000    0.000    0.000 ticker.py:1059(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 offsets.py:1260(SemiMonthBegin)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(PackException)
        1    0.000    0.000    0.000    0.000 __init__.py:2163(Toplevel)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3044(<genexpr>)
        1    0.000    0.000    0.000    0.000 container.py:128(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(UnpackException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3932(_NullToken)
        1    0.000    0.000    0.000    0.000 client.py:1320(BadStatusLine)
        2    0.000    0.000    0.000    0.000 rcsetup.py:315(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2816(QuotedString)
        1    0.000    0.000    0.000    0.000 rrule.py:1308(_genitem)
        1    0.000    0.000    0.000    0.000 __init__.py:385(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 _converter.py:377(PandasAutoDateLocator)
        1    0.000    0.000    0.000    0.000 simpledialog.py:255(_QueryDialog)
        1    0.000    0.000    0.000    0.000 zeros.py:20(RootResults)
        1    0.000    0.000    0.000    0.000 arpack.py:597(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1517(foldcauchy_gen)
        1    0.000    0.000    0.000    0.000 errors.py:90(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 sql.py:1230(SQLiteTable)
        2    0.000    0.000    0.000    0.000 artist.py:943(get_zorder)
        2    0.000    0.000    0.000    0.000 _base.py:904(get_axes_locator)
        1    0.000    0.000    0.000    0.000 patches.py:2845(Angle)
        1    0.000    0.000    0.000    0.000 json.py:134(FrameWriter)
        1    0.000    0.000    0.000    0.000 optimize.py:133(OptimizeWarning)
        1    0.000    0.000    0.000    0.000 patches.py:3413(CurveFilledA)
        2    0.000    0.000    0.000    0.000 missing.py:74(clean_fill_method)
        1    0.000    0.000    0.000    0.000 pytables.py:146(DuplicateWarning)
        1    0.000    0.000    0.000    0.000 weakref.py:108(remove)
        1    0.000    0.000    0.000    0.000 pytables.py:3912(LegacyFrameTable)
        1    0.000    0.000    0.000    0.000 format.py:1107(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 transforms.py:2563(BboxTransform)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 mathtext.py:1913(HCentered)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3569(Each)
        1    0.000    0.000    0.000    0.000 platform.py:1304(python_implementation)
        1    0.000    0.000    0.000    0.000 __init__.py:867(Grouper)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1211(SphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:25(HessianLinearOperator)
        1    0.000    0.000    0.000    0.000 numerictypes.py:1001(<listcomp>)
        1    0.000    0.000    0.000    0.000 pool.py:76(MaybeEncodingError)
        1    0.000    0.000    0.000    0.000 socket.py:120(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 axis.py:655(_LazyTickList)
        1    0.000    0.000    0.000    0.000 argparse.py:869(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 core.py:6269(__array_finalize__)
        2    0.000    0.000    0.000    0.000 __init__.py:411(__init__)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:254(MultiprocessingBackend)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1710(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 font_manager.py:829(JSONEncoder)
        1    0.000    0.000    0.000    0.000 streamplot.py:349(StreamMask)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3156(StatusbarBase)
        1    0.000    0.000    0.000    0.000 patches.py:3356(CurveA)
        1    0.000    0.000    0.000    0.000 _testutils.py:16(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 colorbar.py:1469(ColorbarPatch)
        1    0.000    0.000    0.000    0.000 pytables.py:3923(LegacyPanelTable)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 _util.py:138(DeprecatedImport)
        2    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 extras.py:218(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 synchronize.py:185(RLock)
        1    0.000    0.000    0.000    0.000 scale.py:166(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 gridspec.py:73(set_width_ratios)
        1    0.000    0.000    0.000    0.000 colors.py:981(LogNorm)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:117(PoolManagerMixin)
        1    0.000    0.000    0.000    0.000 testing.py:2560(RNGContext)
        1    0.000    0.000    0.000    0.000 _converter.py:1135(TimeSeries_TimedeltaFormatter)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 geo.py:17(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:642(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1303(ResizeEvent)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4313(__init__)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        2    0.000    0.000    0.000    0.000 pathlib.py:48(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1205(Namespace)
        1    0.000    0.000    0.000    0.000 colorbar.py:274(_ColorbarLogLocator)
        1    0.000    0.000    0.000    0.000 offsets.py:1681(QuarterBegin)
        1    0.000    0.000    0.000    0.000 parallel.py:195(BatchCompletionCallBack)
        1    0.000    0.000    0.000    0.000 core.py:208(<listcomp>)
        1    0.000    0.000    0.000    0.000 process.py:277(AuthenticationString)
        1    0.000    0.000    0.000    0.000 pytables.py:2967(FrameFixed)
        1    0.000    0.000    0.000    0.000 common.py:1490(is_string_like_dtype)
        1    0.000    0.000    0.000    0.000 ticker.py:1767(_Edge_integer)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 base.py:218(DenseOutput)
        1    0.000    0.000    0.000    0.000 <decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3173(StringEnd)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1555(f_gen)
        1    0.000    0.000    0.000    0.000 pytables.py:3784(WORMTable)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4204(TokenConverter)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3796(NotAny)
        1    0.000    0.000    0.000    0.000 scale.py:118(InvertedLogTransformBase)
        1    0.000    0.000    0.000    0.000 deprecation.py:6(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 pool.py:625(MapResult)
        1    0.000    0.000    0.000    0.000 common.py:995(is_int_or_datetime_dtype)
        1    0.000    0.000    0.000    0.000 mathtext.py:1959(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 units.py:52(AxisInfo)
        1    0.000    0.000    0.000    0.000 patches.py:3584(BracketA)
        1    0.000    0.000    0.000    0.000 offsets.py:987(MonthEnd)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.algos.ensure_platform_int}
        1    0.000    0.000    0.000    0.000 mathtext.py:1352(MathTextWarning)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:361(_tzfile)
        1    0.000    0.000    0.000    0.000 misc.py:11(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 expr.py:709(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 mathtext.py:919(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 offsets.py:1201(SemiMonthEnd)
        1    0.000    0.000    0.000    0.000 testing.py:2376(_AssertRaisesContextmanager)
        1    0.000    0.000    0.000    0.000 tz.py:1771(_ContextWrapper)
        1    0.000    0.000    0.000    0.000 mathtext.py:314(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:2037(Ship)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        2    0.000    0.000    0.000    0.000 {built-in method pandas._libs.algos.ensure_int64}
